user_id,time,location,app_id,app_cate_id,traffic,traffic_bin,traffic_bin_2
4,20160420181525,4662,2,5,23109,9,9
4,20160420181526,4662,2,5,19160,9,9
4,20160420181527,4662,2,5,1683,4,4
4,20160420181532,4662,2,5,832,2,2
4,20160420181546,4662,2,5,9999,8,8
4,20160420181550,4662,2,5,2567,5,5
4,20160420181555,4662,2,5,12363,8,8
4,20160420181556,4662,2,5,1764,4,4
4,20160420181557,4662,2,5,1745,4,4
4,20160420181558,4662,2,5,1017,2,2
4,20160420181601,4662,2,5,4920,7,7
4,20160420181602,4662,2,5,1936,4,4
4,20160420181613,4662,2,5,1946,4,4
4,20160420181614,4662,2,5,3117,6,6
4,20160420181615,4662,2,5,5158,7,7
4,20160420181616,4662,2,5,11329,8,8
4,20160420181617,4662,2,5,61509,10,10
4,20160420181619,4662,2,5,25351,9,9
4,20160420181620,4662,2,5,2157,5,5
4,20160420181621,4662,2,5,2007,5,5
4,20160420181628,4662,2,5,87860,10,10
4,20160420181633,4662,2,5,20057,9,9
4,20160420181634,4662,2,5,29914,9,9
4,20160420181635,4662,2,5,4279,6,6
4,20160420181644,4662,2,5,1744,4,4
4,20160420181645,4662,2,5,32094,9,9
4,20160420181646,4662,2,5,3740,6,6
4,20160420181648,4662,2,5,11613,8,8
4,20160420181649,4662,2,5,6222,7,7
4,20160420181650,4662,2,5,2157,5,5
4,20160420181651,4662,2,5,1241,3,3
4,20160420181652,4662,2,5,71350,10,10
4,20160420181653,4662,2,5,15063,9,9
4,20160420181654,4662,2,5,16373,9,9
4,20160420181658,4662,2,5,1746,4,4
4,20160420181659,4662,2,5,10749,8,8
4,20160420181722,4662,2,5,18858,9,9
4,20160420181752,4662,2,5,7685,7,7
4,20160420181753,4662,2,5,1528,3,3
4,20160420181755,4662,2,5,2012,5,5
4,20160420181757,4662,106,16,10431,10,10
4,20160420181804,4662,2,5,10766,8,8
4,20160420181805,4662,2,5,51767,10,10
4,20160420181808,4662,2,5,11497,8,8
4,20160420181810,4662,2,5,60764,10,10
4,20160420181811,4662,2,5,235857,10,10
4,20160420181814,4662,2,5,4166,6,6
4,20160420181823,4662,2,5,2132,5,5
4,20160420181828,4662,2,5,132824,10,10
4,20160420181831,4662,2,5,83776,10,10
4,20160420181836,4662,2,5,1591,3,3
4,20160420181837,4662,2,5,4951,7,7
4,20160420181841,4662,2,5,120823,10,10
4,20160420181842,4662,2,5,142638,10,10
4,20160420181843,4662,2,5,12974,8,8
4,20160420181845,4662,2,5,35724,9,9
4,20160420181846,4662,2,5,13411,8,8
4,20160420181847,4662,2,5,9598,8,8
4,20160420181852,4662,2,5,1020,2,2
4,20160420181854,4662,2,5,22782,9,9
4,20160420181855,4662,2,5,21083,9,9
4,20160420181856,4662,2,5,905,2,2
4,20160420181858,4662,106,16,28085,10,10
4,20160420181900,4662,2,5,313491,10,10
4,20160420181901,4662,2,5,69908,10,10
4,20160420181902,4662,2,5,11052,8,8
4,20160420181903,4662,2,5,130096,10,10
4,20160420181904,4662,2,5,7265,7,7
4,20160420181905,4662,2,5,122838,10,10
4,20160420181910,4662,2,5,95819,10,10
4,20160420181917,4662,2,5,254923,10,10
4,20160420181918,4662,2,5,6146,7,7
4,20160420181919,4662,2,5,1807,4,4
4,20160420181920,4662,2,5,3584,6,6
4,20160420181930,4662,2,5,1625,3,3
4,20160420181934,4662,2,5,1745,4,4
4,20160420181935,4662,2,5,202505,10,10
4,20160420181936,4662,2,5,7019,7,7
4,20160420181937,4662,2,5,134369,10,10
4,20160420181954,4662,2,5,372974,10,10
4,20160420181958,4662,2,5,1745,4,4
4,20160420181959,4662,2,5,2157,5,5
4,20160420182004,4662,2,5,3050,6,6
4,20160420182005,4662,2,5,13715,8,8
4,20160420182013,4662,2,5,1769,4,4
4,20160420182018,4662,2,5,322,1,1
4,20160420182036,4093,2,5,1916,4,4
4,20160420182154,4093,106,16,2979,8,8
4,20160420182414,6565,2,5,1621,3,3
4,20160420182415,6565,2,5,15472,9,9
4,20160420182419,6565,2,5,207375,10,10
4,20160420182422,6565,2,5,260230,10,10
4,20160420182438,6565,2,5,1030,2,2
4,20160420182443,6565,2,5,980,2,2
4,20160420182445,6565,2,5,1419,3,3
4,20160420182447,6565,2,5,65977,10,10
4,20160420182448,6565,2,5,62969,10,10
4,20160420182449,6565,2,5,5820,7,7
4,20160420182450,6565,2,5,50471,10,10
4,20160420182451,6565,2,5,20307,9,9
4,20160420182452,6565,2,5,1744,4,4
4,20160420182453,6565,2,5,26450,9,9
4,20160420182454,6565,2,5,4846,7,7
4,20160420182456,6565,2,5,195588,10,10
4,20160420182457,6565,2,5,3488,6,6
4,20160420182458,6565,2,5,5526,7,7
4,20160420182459,6565,2,5,33610,9,9
4,20160420182501,6565,2,5,1672,4,4
4,20160420182515,6565,2,5,8562,8,8
4,20160420182516,6565,2,5,1769,4,4
4,20160420182520,6565,2,5,49666,10,10
4,20160420182523,6565,2,5,322,1,1
4,20160420182524,6565,2,5,2393,5,5
4,20160420182525,6565,2,5,25992,9,9
4,20160420182527,6565,2,5,3014,6,6
4,20160420182528,6565,2,5,2389,5,5
4,20160420182529,6565,2,5,625,1,1
4,20160420182530,6565,2,5,314,1,1
4,20160420182531,6565,2,5,1775,4,4
4,20160420182539,6565,2,5,2000,5,5
4,20160420182540,6565,2,5,728,2,2
4,20160420182541,6565,2,5,625,1,1
4,20160420182542,6565,2,5,53643,10,10
4,20160420182556,6565,2,5,48328,10,10
4,20160420182557,6565,2,5,1966,4,4
4,20160420182602,6565,106,16,54050,10,10
4,20160420182609,6565,2,5,980,2,2
4,20160420182620,6565,2,5,980,2,2
4,20160420182652,6565,2,5,1289,3,3
4,20160420182708,6565,2,5,29568,9,9
4,20160420182709,6565,2,5,73035,10,10
4,20160420182710,6565,2,5,1295,3,3
4,20160420182711,6565,2,5,34504,9,9
4,20160420182715,6565,2,5,1295,3,3
4,20160420182717,6565,2,5,26526,9,9
4,20160420182718,6565,2,5,25686,9,9
4,20160420182721,6565,2,5,21669,9,9
4,20160420182722,6565,2,5,1295,3,3
4,20160420182724,6565,2,5,27338,9,9
4,20160420182728,6565,2,5,1295,3,3
4,20160420182729,6565,2,5,33464,9,9
4,20160420182730,6565,2,5,25379,9,9
4,20160420182731,6565,2,5,1202,3,3
4,20160420182732,6565,2,5,7381,7,7
4,20160420182736,6565,2,5,135861,10,10
4,20160420182737,6565,2,5,1258,3,3
4,20160420182740,6565,2,5,79849,10,10
4,20160420182744,6565,2,5,19300,9,9
4,20160420182751,6565,2,5,6797,7,7
4,20160420182752,6565,2,5,18210,9,9
4,20160420182754,6565,2,5,604072,10,10
4,20160420182755,6565,2,5,7764,7,7
4,20160420182757,6565,2,5,20610,9,9
4,20160420182758,6565,2,5,36693,9,9
4,20160420182759,6565,2,5,213264,10,10
4,20160420182800,6565,2,5,3040,6,6
4,20160420182801,6565,2,5,3490,6,6
4,20160420182803,6565,2,5,9023,8,8
4,20160420182812,6565,2,5,1744,4,4
4,20160420182817,6565,2,5,54813,10,10
4,20160420182818,6565,2,5,33908,9,9
4,20160420182819,6565,2,5,45600,10,10
4,20160420182823,6565,2,5,43913,10,10
4,20160420182824,6565,2,5,322,1,1
4,20160420183147,6564,2,5,95224,10,10
4,20160420183147,6565,2,5,32402,9,9
4,20160420183148,6564,2,5,4502,7,7
4,20160420183148,6565,2,5,3658,6,6
4,20160420183149,6565,2,5,1576,3,3
4,20160420183151,6565,2,5,5380,7,7
4,20160420183152,6564,2,5,1744,4,4
4,20160420183152,6565,2,5,5022,7,7
4,20160420183153,6565,2,5,2459,5,5
4,20160420183154,6565,2,5,7402,7,7
4,20160420183155,6565,2,5,1744,4,4
4,20160420183157,6565,2,5,1744,4,4
4,20160420183158,6565,2,5,912,2,2
4,20160420183200,6565,2,5,17550,9,9
4,20160420183202,6564,2,5,5789,7,7
4,20160420183203,6565,2,5,1625,3,3
4,20160420183205,6565,2,5,1744,4,4
4,20160420183206,6565,2,5,3516,6,6
4,20160420183212,6565,2,5,357,1,1
4,20160420183216,6565,1,5,294,1,1
4,20160420183216,6565,2,5,1956,4,4
4,20160420183217,6565,1,5,886,2,2
4,20160420183223,6564,1,5,2822,6,6
4,20160420183223,6564,2,5,919,2,2
4,20160420183236,6565,1,5,1429,3,3
4,20160420183333,6564,2,5,1074,2,2
4,20160420183334,6564,2,5,294,1,1
4,20160420183354,6564,2,5,394,1,1
4,20160420183409,6564,1,5,294,1,1
4,20160420183409,6564,2,5,1171,2,2
4,20160420183411,6564,2,5,877,2,2
4,20160420183446,6564,2,5,294,1,1
4,20160420183447,6564,2,5,394,1,1
4,20160420183448,6564,1,5,644,1,1
4,20160420183450,6564,2,5,2755,5,5
4,20160420183451,6564,2,5,1995,5,5
4,20160420185605,7536,2,5,910,2,2
4,20160420185606,7536,106,16,1685,6,6
4,20160420185608,7536,1,5,1930,4,4
4,20160420185922,7536,106,16,506,2,2
4,20160420193550,6134,1,5,413,1,1
4,20160420193630,6134,1,5,1169,2,2
4,20160420193631,6134,1,5,1547,3,3
4,20160420193632,6134,1,5,3735,6,6
4,20160420193641,6134,1,5,1897,4,4
4,20160420193650,6134,1,5,398,1,1
4,20160420193655,6134,1,5,455,1,1
4,20160420193702,6134,1,5,1308,3,3
4,20160420193724,6134,1,5,2872,6,6
4,20160420193725,6134,1,5,2864,6,6
4,20160420193726,6134,1,5,1348,3,3
4,20160420195124,4993,1,5,236,1,1
5,20160420143033,371,12,5,1837,4,4
5,20160420143046,371,12,5,1838,4,4
5,20160420143052,371,12,5,3283,6,6
5,20160420143117,371,12,5,87003,10,10
5,20160420143146,371,12,5,558,1,1
5,20160420143147,371,12,5,7339,7,7
5,20160420143336,371,12,5,158810,10,10
5,20160420143337,371,12,5,3668,6,6
5,20160420143354,371,12,5,1835,4,4
5,20160420143401,371,12,5,223,1,1
5,20160420143444,371,12,5,1834,4,4
5,20160420143448,371,12,5,1834,4,4
5,20160420143449,371,12,5,5504,7,7
5,20160420143502,371,12,5,30805,9,9
5,20160420143505,371,12,5,399,1,1
5,20160420154747,9380,1,5,1298,3,3
5,20160420154749,9380,1,5,13157,8,8
5,20160420154750,9380,1,5,3856,6,6
5,20160420154930,9380,2,5,4316,6,6
5,20160420154934,9380,2,5,3236,6,6
5,20160420154936,9380,2,5,2283,5,5
5,20160420154937,9380,2,5,177,1,1
5,20160420154938,9380,2,5,2140,5,5
5,20160420154941,9380,10,1,73461,10,10
5,20160420154942,9380,10,1,452,1,1
5,20160420154943,9380,10,1,740,2,2
5,20160420154944,9380,10,1,2602,6,6
5,20160420154945,9380,10,1,3616,7,7
5,20160420154946,9380,10,1,15148,9,9
5,20160420154947,9380,10,1,493,1,1
5,20160420154949,9380,10,1,1797,5,5
5,20160420154954,9380,10,1,544,1,1
5,20160420154956,9380,10,1,514,1,1
5,20160420154957,9380,10,1,9534,9,9
5,20160420154958,9380,10,1,4010,7,7
5,20160420154959,9380,10,1,9675,9,9
5,20160420155009,9380,10,1,12043,9,9
5,20160420155010,9380,10,1,22429,9,9
5,20160420155011,9380,10,1,415,1,1
5,20160420155040,9380,10,1,6958,8,8
5,20160420155041,9380,10,1,4325,7,7
5,20160420155121,9380,10,1,2824,6,6
5,20160420155754,1301,10,1,2072,5,5
5,20160420155755,1301,10,1,772,2,2
5,20160420155814,1301,10,1,337,1,1
5,20160420155816,1301,10,1,1073,2,2
5,20160420155817,1301,10,1,2229,6,6
5,20160420155818,1301,10,1,2022,5,5
5,20160420155820,1301,10,1,3099,7,7
5,20160420155821,1301,10,1,2598,6,6
5,20160420155850,1301,10,1,359,1,1
5,20160420155851,1301,10,1,344,1,1
5,20160420155918,1301,10,1,344,1,1
5,20160420155919,1301,10,1,355,1,1
5,20160420155922,1301,10,1,357,1,1
5,20160420155937,1301,10,1,1459,3,3
5,20160420155943,1301,10,1,355,1,1
5,20160420155944,1301,10,1,1592,4,4
5,20160420155948,1301,10,1,1838,5,5
5,20160420155949,1301,10,1,3619,7,7
5,20160420155956,1301,1,5,660,1,1
5,20160420160137,739,4,5,4237,6,6
5,20160420160145,739,10,1,357,1,1
5,20160420160146,1301,10,1,408,1,1
5,20160420160149,1301,10,1,767,2,2
5,20160420160207,1301,10,1,692,1,1
5,20160420160235,739,10,1,598,1,1
5,20160420160317,739,1,5,371,1,1
5,20160420160349,481,10,1,872,2,2
5,20160420160408,481,10,1,15395,9,9
5,20160420160409,481,10,1,695,1,1
5,20160420160410,481,10,1,1797,5,5
5,20160420160427,481,10,1,1612,4,4
5,20160420160454,481,10,1,355,1,1
5,20160420160459,481,10,1,378,1,1
5,20160420160540,481,10,1,8575,8,8
5,20160420160541,481,10,1,2748,6,6
5,20160420160542,4122,10,1,880,2,2
5,20160420160543,481,10,1,8864,9,9
5,20160420160544,4122,10,1,1722,4,4
5,20160420160544,481,10,1,12084,9,9
5,20160420160545,481,10,1,13802,9,9
5,20160420160546,481,10,1,1014,2,2
5,20160420160547,481,10,1,676,1,1
5,20160420160549,481,10,1,1384,3,3
5,20160420160550,4122,10,1,27883,9,9
5,20160420160551,4122,10,1,338,1,1
5,20160420160554,481,10,1,7476,8,8
5,20160420160558,4122,10,1,1220,3,3
5,20160420160559,4122,10,1,8287,8,8
5,20160420160559,481,10,1,6330,8,8
5,20160420160600,4122,10,1,1838,5,5
5,20160420160600,481,10,1,338,1,1
5,20160420160601,481,10,1,9385,9,9
5,20160420160624,4122,10,1,3754,7,7
5,20160420160624,4122,106,16,1592,6,6
5,20160420160624,481,106,16,1886,7,7
5,20160420160625,481,106,16,1756,6,6
5,20160420160627,481,106,16,2113,7,7
5,20160420160628,4122,106,16,4579,9,9
5,20160420160628,481,106,16,655,2,2
5,20160420160629,481,106,16,655,2,2
5,20160420160630,481,106,16,1426,5,5
5,20160420160632,4122,10,1,12928,9,9
5,20160420160632,4124,10,1,6375,8,8
5,20160420160633,4122,106,16,9678,10,10
5,20160420160633,4124,10,1,1921,5,5
5,20160420160639,481,106,16,653,2,2
5,20160420160641,4122,106,16,338,1,1
5,20160420160648,4122,10,1,117454,10,10
5,20160420160648,4122,106,16,5420,9,9
5,20160420160650,4122,106,16,25561,10,10
5,20160420160755,4124,106,16,2132,7,7
5,20160420160756,4124,106,16,12233,10,10
5,20160420160757,4124,106,16,46772,10,10
5,20160420160758,4124,106,16,2043,7,7
5,20160420160759,4124,106,16,1215,5,5
5,20160420160801,4124,106,16,4122,9,9
5,20160420160802,4124,106,16,12029,10,10
5,20160420160808,4124,106,16,1122,4,4
5,20160420160811,4124,106,16,1532,6,6
5,20160420160812,4124,106,16,1118,4,4
5,20160420160816,4124,106,16,12184,10,10
5,20160420160937,4124,106,16,1435,5,5
5,20160420160938,4124,106,16,2796,8,8
5,20160420160939,4124,106,16,4588,9,9
5,20160420160940,4124,106,16,1118,4,4
5,20160420160942,4124,106,16,425,2,2
5,20160420160950,4124,2,5,119878,10,10
5,20160420161000,4124,10,1,114432,10,10
5,20160420161001,4124,10,1,44037,10,10
5,20160420161017,4124,10,1,89053,10,10
5,20160420161018,4124,10,1,1835,5,5
5,20160420161021,4124,10,1,3719,7,7
5,20160420161028,4124,10,1,2720,6,6
5,20160420161029,4124,10,1,7503,8,8
5,20160420161035,4124,10,1,9698,9,9
5,20160420161132,4124,10,1,1818,5,5
5,20160420161133,4124,10,1,1853,5,5
5,20160420161150,4124,10,1,2209,6,6
5,20160420161151,4124,10,1,1139,2,2
5,20160420161301,4124,106,16,2887,8,8
5,20160420161307,4124,106,16,1210,5,5
5,20160420161309,4124,106,16,15922,10,10
5,20160420161316,4124,10,1,2307,6,6
5,20160420161319,4124,106,16,1099,4,4
5,20160420161324,4124,106,16,365,2,2
5,20160420161336,4124,10,1,1679,4,4
5,20160420161337,4124,10,1,1167,3,3
5,20160420161356,4124,10,1,26423,9,9
5,20160420161357,4124,10,1,378,1,1
5,20160420161358,4124,10,1,1821,5,5
5,20160420161359,4124,10,1,5630,8,8
5,20160420161444,4124,10,1,649,1,1
5,20160420161503,4124,10,1,3062,7,7
5,20160420161505,4124,10,1,2775,6,6
5,20160420161509,4124,10,1,16301,9,9
5,20160420161510,4124,10,1,4672,8,8
5,20160420161513,4124,10,1,3481,7,7
5,20160420161515,4124,10,1,1050,2,2
5,20160420161517,4124,10,1,1806,5,5
5,20160420161518,4124,10,1,3476,7,7
5,20160420161521,4124,10,1,2037,5,5
5,20160420161525,4124,10,1,341,1,1
5,20160420161526,4124,10,1,3267,7,7
5,20160420161528,4124,10,1,2908,6,6
5,20160420161529,4124,10,1,1818,5,5
5,20160420161530,4124,10,1,2691,6,6
5,20160420161531,4124,10,1,4411,7,7
5,20160420161533,4124,10,1,378,1,1
5,20160420161535,4124,10,1,14604,9,9
5,20160420161543,4124,10,1,1240,3,3
5,20160420161546,4124,10,1,734,1,1
5,20160420161547,4124,10,1,24548,9,9
5,20160420161550,4124,10,1,7163,8,8
5,20160420161551,4124,10,1,5381,8,8
5,20160420161552,4124,10,1,3008,7,7
5,20160420161553,4124,10,1,1806,5,5
5,20160420161554,4124,10,1,9532,9,9
5,20160420161557,4124,10,1,357,1,1
5,20160420161558,4124,10,1,341,1,1
5,20160420161559,4124,10,1,1815,5,5
5,20160420161603,4124,106,16,4072,9,9
5,20160420161605,4124,10,1,1240,3,3
5,20160420161610,4124,10,1,338,1,1
5,20160420161612,4124,10,1,1240,3,3
5,20160420161612,4124,106,16,1240,5,5
5,20160420161614,4124,106,16,2714,8,8
5,20160420161615,4124,106,16,355,2,2
5,20160420161616,4124,10,1,3131,7,7
5,20160420161616,4124,106,16,367,2,2
5,20160420161617,4124,10,1,2148,6,6
5,20160420161617,4124,106,16,5964,9,9
5,20160420161620,4124,106,16,727,3,3
5,20160420161628,4124,106,16,355,2,2
5,20160420161634,4124,10,1,9347,9,9
5,20160420161642,4124,10,1,1818,5,5
5,20160420161643,4124,10,1,11664,9,9
5,20160420161648,4124,10,1,5066,8,8
5,20160420161649,4124,10,1,4608,8,8
5,20160420161712,4124,10,1,357,1,1
5,20160420161716,4124,10,1,367,1,1
5,20160420161732,4124,10,1,82075,10,10
5,20160420161759,4123,10,1,7520,8,8
5,20160420161807,4123,10,1,447,1,1
5,20160420161810,4123,10,1,1100,2,2
5,20160420161923,4123,106,16,1812,6,6
5,20160420161927,4123,10,1,6771,8,8
5,20160420161930,4123,10,1,447,1,1
5,20160420161932,4123,10,1,1257,3,3
5,20160420161933,4123,10,1,3278,7,7
5,20160420161958,4123,10,1,4287,7,7
5,20160420162022,4123,106,16,42601,10,10
5,20160420162059,4123,10,1,1827,5,5
5,20160420162103,4123,10,1,363,1,1
5,20160420162125,4123,10,1,1823,5,5
5,20160420162223,4123,10,1,1896,5,5
5,20160420162229,4123,10,1,1033294,10,10
5,20160420162247,4123,10,1,3684,7,7
5,20160420162254,4123,10,1,1880,5,5
5,20160420162258,4123,10,1,16725,9,9
5,20160420162342,4123,10,1,14319,9,9
5,20160420162343,4123,10,1,4878,8,8
5,20160420162432,4123,10,1,4765,8,8
5,20160420162519,4123,10,1,5235,8,8
5,20160420162553,4123,10,1,4705,8,8
5,20160420162554,4123,10,1,894,2,2
5,20160420162559,4123,10,1,10780,9,9
5,20160420162718,4138,10,1,9574,9,9
5,20160420162748,4123,10,1,1819,5,5
5,20160420162752,4138,10,1,1076,2,2
5,20160420162805,4138,1,5,2442,5,5
5,20160420162806,4138,1,5,598,1,1
5,20160420162807,4138,1,5,216846,10,10
5,20160420162901,4138,10,1,1880,5,5
5,20160420162902,4138,10,1,1819,5,5
5,20160420162903,4138,10,1,1879,5,5
5,20160420162906,4138,10,1,4253,7,7
5,20160420162944,4138,106,16,1504,6,6
5,20160420162945,4138,106,16,11720,10,10
5,20160420163014,4138,10,1,1823,5,5
5,20160420163023,4138,10,1,1441,3,3
5,20160420163027,4138,10,1,447,1,1
5,20160420163132,4138,10,1,1235,3,3
5,20160420163241,4138,10,1,6874,8,8
5,20160420163242,4138,10,1,55123,10,10
5,20160420163323,4138,10,1,1100,2,2
5,20160420163323,4138,106,16,1814,6,6
5,20160420163324,4138,10,1,18059,9,9
5,20160420163337,4138,10,1,6887,8,8
5,20160420163338,4138,10,1,13983,9,9
5,20160420163354,4138,10,1,1819,5,5
5,20160420163403,4138,10,1,291,1,1
5,20160420163717,4138,2,5,76433,10,10
5,20160420163736,3676,2,5,108624,10,10
5,20160420163737,3676,2,5,8060,8,8
5,20160420163738,4116,2,5,3606,6,6
5,20160420163738,4138,2,5,299,1,1
5,20160420163741,4116,2,5,1795,4,4
5,20160420163808,4116,2,5,1795,4,4
5,20160420163855,3676,2,5,2385,5,5
5,20160420163900,3676,2,5,171322,10,10
5,20160420163921,3676,2,5,1504,3,3
5,20160420164029,3676,106,16,1799,6,6
5,20160420164126,3676,2,5,5098,7,7
5,20160420164128,3676,2,5,1779,4,4
5,20160420164158,3676,2,5,9208,8,8
5,20160420164159,3676,2,5,306,1,1
5,20160420164201,3676,2,5,3453,6,6
5,20160420164504,3676,2,5,210567,10,10
5,20160420164728,3477,2,5,168743,10,10
5,20160420164729,3477,2,5,3785,6,6
5,20160420164814,3477,2,5,1245,3,3
5,20160420164836,3477,2,5,1576,3,3
5,20160420164837,3477,2,5,12510,8,8
5,20160420164839,3477,2,5,295,1,1
5,20160420164840,3477,2,5,295,1,1
5,20160420164844,3477,2,5,2871,6,6
5,20160420164845,3477,2,5,280,1,1
5,20160420164847,3477,2,5,65107,10,10
5,20160420164851,3477,2,5,1795,4,4
5,20160420164854,3477,2,5,2090,5,5
5,20160420164857,3477,2,5,2079,5,5
5,20160420164905,3477,2,5,598,1,1
5,20160420164924,3477,2,5,1799,4,4
5,20160420164926,3477,2,5,1780,4,4
5,20160420164940,3477,2,5,6477,7,7
5,20160420164941,3477,2,5,3297,6,6
5,20160420164942,3477,2,5,836,2,2
5,20160420165005,3477,2,5,3075,6,6
5,20160420165015,3477,2,5,5370,7,7
5,20160420165026,3477,2,5,885,2,2
5,20160420165027,3477,2,5,237,1,1
5,20160420165053,3477,2,5,12121,8,8
5,20160420165101,3477,2,5,1799,4,4
5,20160420165102,3477,2,5,1399,3,3
5,20160420165113,3477,106,16,1175,5,5
5,20160420165255,4107,2,5,7795,7,7
5,20160420165257,4107,2,5,336,1,1
5,20160420165309,4107,2,5,314,1,1
5,20160420165314,4107,2,5,1780,4,4
5,20160420165315,4107,2,5,280,1,1
5,20160420165316,4107,2,5,1795,4,4
5,20160420165319,4107,2,5,4795,7,7
5,20160420165320,4107,2,5,295,1,1
5,20160420165325,4107,2,5,295,1,1
5,20160420165327,4107,2,5,295,1,1
5,20160420165332,4107,2,5,295,1,1
5,20160420165333,4107,2,5,3453,6,6
5,20160420165428,4107,2,5,233687,10,10
5,20160420165429,4107,2,5,5042,7,7
5,20160420165433,4107,2,5,2180,5,5
5,20160420165453,4107,2,5,295,1,1
5,20160420165500,4107,2,5,993,2,2
5,20160420165509,4107,2,5,2367,5,5
5,20160420165513,4107,2,5,1878,4,4
5,20160420165515,4107,2,5,295,1,1
5,20160420165517,4107,2,5,1511,3,3
5,20160420165519,4107,2,5,3809,6,6
5,20160420165520,4107,2,5,295,1,1
5,20160420165549,4107,2,5,538,1,1
5,20160420170415,3210,1,5,1218,3,3
5,20160420170420,3210,4,5,863,2,2
5,20160420170937,3210,106,16,9756,10,10
5,20160420171321,3210,106,16,1853,6,6
5,20160420171322,3210,106,16,1157,5,5
5,20160420171323,3210,106,16,1122,4,4
5,20160420171422,3635,106,16,1490,6,6
5,20160420171426,3635,106,16,1535,6,6
5,20160420171427,3635,106,16,1808,6,6
5,20160420171433,3635,106,16,1177,5,5
5,20160420171442,3635,106,16,1543,6,6
5,20160420171658,3635,106,16,1229,5,5
5,20160420171711,3635,106,16,5077,9,9
5,20160420171742,3635,106,16,3733,8,8
5,20160420171745,3635,106,16,1161,5,5
5,20160420171846,3635,106,16,1378,5,5
5,20160420171848,3635,106,16,1543,6,6
5,20160420172114,3635,106,16,708,3,3
5,20160420172115,3635,106,16,1451,5,5
5,20160420172126,3635,106,16,1049,4,4
5,20160420172129,3635,106,16,1537,6,6
5,20160420172131,3635,2,5,2120,5,5
5,20160420172202,3635,2,5,429,1,1
5,20160420172209,3635,1,5,1040,2,2
5,20160420172210,3635,1,5,1943,4,4
5,20160420172216,3635,1,5,29010,9,9
5,20160420172335,3619,106,16,3834,8,8
5,20160420172335,3635,106,16,2114,7,7
5,20160420172341,3635,106,16,1543,6,6
5,20160420172405,3619,106,16,3141,8,8
5,20160420172406,3619,106,16,1529,6,6
5,20160420172416,3619,106,16,2126,7,7
5,20160420172418,3619,106,16,1656,6,6
5,20160420172421,3619,106,16,4881,9,9
5,20160420172422,3619,106,16,2416,7,7
5,20160420172607,3619,106,16,1253,5,5
5,20160420172643,3619,106,16,10022,10,10
5,20160420172644,3619,106,16,1737,6,6
5,20160420173610,3893,106,16,1441,5,5
5,20160420173611,3893,106,16,2559,8,8
5,20160420173719,3893,4,5,1315,3,3
5,20160420173726,3893,106,16,1517,6,6
5,20160420173727,3893,106,16,1253,5,5
5,20160420173728,3893,106,16,2454,7,7
5,20160420173732,3893,106,16,1460,5,5
5,20160420173751,3893,106,16,1253,5,5
5,20160420173755,3893,106,16,5275,9,9
5,20160420173957,3893,4,5,1253,3,3
5,20160420174010,3893,106,16,4704,9,9
5,20160420174104,3893,106,16,1468,5,5
5,20160420174124,3893,106,16,1161,5,5
5,20160420174130,3893,106,16,4229,9,9
5,20160420174131,3893,106,16,1375,5,5
5,20160420174134,3893,106,16,3197,8,8
5,20160420174135,3893,106,16,2893,8,8
5,20160420174304,3893,2,5,1973,5,5
5,20160420174307,3893,2,5,191931,10,10
5,20160420174309,3893,2,5,3766,6,6
5,20160420174316,3893,2,5,1799,4,4
