user_id,date,time,region_id,region_poi
10,20160420,17,269,Shopping & Consumer Goods|Dining & Cuisine|Life Services
10,20160420,18,100,Shopping & Consumer Goods|Life Services|Dining & Cuisine
10,20160420,19,100,Shopping & Consumer Goods|Life Services|Dining & Cuisine
10,20160420,20,100,Shopping & Consumer Goods|Life Services|Dining & Cuisine
10,20160420,21,100,Shopping & Consumer Goods|Life Services|Dining & Cuisine
10,20160420,22,100,Shopping & Consumer Goods|Life Services|Dining & Cuisine
10,20160420,23,100,Shopping & Consumer Goods|Life Services|Dining & Cuisine
11,20160420,0,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,1,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,2,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,3,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,4,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,5,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,6,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,7,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,8,250,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,9,292,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,10,292,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,11,292,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,12,292,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,13,274,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
11,20160420,14,274,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
11,20160420,15,274,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
11,20160420,16,274,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
11,20160420,17,274,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
11,20160420,18,274,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
11,20160420,19,274,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
11,20160420,20,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,21,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,22,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
11,20160420,23,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,0,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,1,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,2,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,3,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,4,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,5,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,6,303,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,7,303,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,8,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,9,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,10,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,11,303,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,12,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,13,271,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,14,271,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,15,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,16,303,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,17,303,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,18,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,19,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,20,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,21,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,22,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
12,20160420,23,322,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,0,309,Shopping & Consumer Goods|Life Services|Dining & Cuisine
13,20160420,1,309,Shopping & Consumer Goods|Life Services|Dining & Cuisine
13,20160420,2,309,Shopping & Consumer Goods|Life Services|Dining & Cuisine
13,20160420,3,309,Shopping & Consumer Goods|Life Services|Dining & Cuisine
13,20160420,4,370,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
13,20160420,5,370,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
13,20160420,6,330,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,7,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,8,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
13,20160420,9,250,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,10,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
13,20160420,11,229,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,12,209,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,13,208,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,14,270,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,15,229,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,16,270,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,17,164,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,18,187,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,19,313,Shopping & Consumer Goods|Life Services|Dining & Cuisine
13,20160420,20,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,21,330,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,22,241,Shopping & Consumer Goods|Dining & Cuisine|Life Services
13,20160420,23,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,0,312,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,1,312,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,2,312,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,3,312,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,4,312,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,5,312,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,6,312,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,7,312,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,8,312,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,9,274,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
17,20160420,10,274,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
17,20160420,11,274,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
17,20160420,12,274,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
17,20160420,13,274,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
17,20160420,14,294,Companies & Enterprises|Shopping & Consumer Goods|Dining & Cuisine
17,20160420,15,294,Companies & Enterprises|Shopping & Consumer Goods|Dining & Cuisine
17,20160420,16,294,Companies & Enterprises|Shopping & Consumer Goods|Dining & Cuisine
17,20160420,17,251,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,18,251,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,19,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,20,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,21,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,22,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
17,20160420,23,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,0,230,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,1,230,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,2,230,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,3,230,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,4,230,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,5,230,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,6,230,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,7,230,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,8,241,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,9,241,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,10,241,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,11,106,Shopping & Consumer Goods|Dining & Cuisine|Companies & Enterprises
18,20160420,12,241,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,13,241,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,14,241,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,15,241,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,16,106,Shopping & Consumer Goods|Dining & Cuisine|Companies & Enterprises
18,20160420,17,371,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,18,371,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,19,371,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,20,308,Shopping & Consumer Goods|Companies & Enterprises|Life Services
18,20160420,21,308,Shopping & Consumer Goods|Companies & Enterprises|Life Services
18,20160420,22,371,Shopping & Consumer Goods|Dining & Cuisine|Life Services
18,20160420,23,371,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,0,311,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,1,311,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,2,311,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,3,311,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,4,311,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,5,311,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,6,311,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,7,270,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,8,250,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,9,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,10,246,Dining & Cuisine|Shopping & Consumer Goods|Life Services
23,20160420,11,250,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,12,246,Dining & Cuisine|Shopping & Consumer Goods|Life Services
23,20160420,13,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,14,246,Dining & Cuisine|Shopping & Consumer Goods|Life Services
23,20160420,15,246,Dining & Cuisine|Shopping & Consumer Goods|Life Services
23,20160420,16,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,17,246,Dining & Cuisine|Shopping & Consumer Goods|Life Services
23,20160420,18,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,19,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,20,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,21,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,22,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
23,20160420,23,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
27,20160420,0,334,Companies & Enterprises|Life Services|Shopping & Consumer Goods
27,20160420,1,334,Companies & Enterprises|Life Services|Shopping & Consumer Goods
27,20160420,2,334,Companies & Enterprises|Life Services|Shopping & Consumer Goods
27,20160420,3,334,Companies & Enterprises|Life Services|Shopping & Consumer Goods
27,20160420,4,334,Companies & Enterprises|Life Services|Shopping & Consumer Goods
27,20160420,5,334,Companies & Enterprises|Life Services|Shopping & Consumer Goods
27,20160420,6,334,Companies & Enterprises|Life Services|Shopping & Consumer Goods
27,20160420,7,289,Shopping & Consumer Goods|Dining & Cuisine|Life Services
27,20160420,8,247,Shopping & Consumer Goods|Dining & Cuisine|Life Services
27,20160420,9,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,10,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,11,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,12,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,13,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,14,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,15,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,16,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,17,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,18,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,19,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,20,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,21,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,22,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
27,20160420,23,249,Shopping & Consumer Goods|Companies & Enterprises|Dining & Cuisine
31,20160420,0,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,1,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,2,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,3,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,4,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,5,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,6,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,7,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,8,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,9,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,10,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,11,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,12,328,Dining & Cuisine|Shopping & Consumer Goods|Life Services
31,20160420,13,251,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,14,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,15,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,16,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,17,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,18,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,19,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,20,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,21,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,22,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
31,20160420,23,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,0,273,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,1,273,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,2,273,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,3,273,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,4,273,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,5,273,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,6,273,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,7,273,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,8,273,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,9,273,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,10,251,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,11,251,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,12,251,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,13,251,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,14,251,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,15,251,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,16,251,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,17,251,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,18,270,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,19,293,Shopping & Consumer Goods|Dining & Cuisine|Life Services
33,20160420,20,286,Companies & Enterprises|Shopping & Consumer Goods|Automotive
33,20160420,21,286,Companies & Enterprises|Shopping & Consumer Goods|Automotive
33,20160420,22,286,Companies & Enterprises|Shopping & Consumer Goods|Automotive
33,20160420,23,286,Companies & Enterprises|Shopping & Consumer Goods|Automotive
36,20160420,0,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,1,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,2,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,3,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,4,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,5,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,6,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,7,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,8,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,9,208,Shopping & Consumer Goods|Dining & Cuisine|Life Services
36,20160420,10,208,Shopping & Consumer Goods|Dining & Cuisine|Life Services
36,20160420,11,208,Shopping & Consumer Goods|Dining & Cuisine|Life Services
36,20160420,12,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,13,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,14,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,15,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,16,208,Shopping & Consumer Goods|Dining & Cuisine|Life Services
36,20160420,17,244,Shopping & Consumer Goods|Life Services|Transportation Facilities
36,20160420,18,269,Shopping & Consumer Goods|Dining & Cuisine|Life Services
36,20160420,19,228,Shopping & Consumer Goods|Life Services|Dining & Cuisine
36,20160420,20,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
36,20160420,21,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
36,20160420,22,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
36,20160420,23,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,0,270,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,1,270,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,2,270,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,3,270,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,4,270,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,5,270,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,6,270,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,7,270,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,8,312,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,9,259,Life Services|Transportation Facilities|Shopping & Consumer Goods
40,20160420,10,208,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,11,292,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,12,208,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,13,208,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,14,290,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,15,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,16,291,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,17,370,Companies & Enterprises|Dining & Cuisine|Shopping & Consumer Goods
40,20160420,18,208,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,19,292,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,20,292,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,21,292,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,22,312,Shopping & Consumer Goods|Dining & Cuisine|Life Services
40,20160420,23,292,Shopping & Consumer Goods|Dining & Cuisine|Life Services
41,20160420,0,391,Shopping & Consumer Goods|Dining & Cuisine|Life Services
41,20160420,1,391,Shopping & Consumer Goods|Dining & Cuisine|Life Services
41,20160420,2,391,Shopping & Consumer Goods|Dining & Cuisine|Life Services
